100.0000        5.0389119E-29
112.2018        5.9275788E-29
125.8925        6.9808514E-29
141.2538        8.2260535E-29
158.4893        9.6919319E-29
177.8279        1.1408016E-28
199.5262        1.3403870E-28
223.8721        1.5708252E-28
251.1886        1.8348256E-28
281.8383        2.1348516E-28
316.2278        2.4730598E-28
354.8134        2.8512674E-28
398.1072        3.2709539E-28
446.6836        3.7332991E-28
501.1872        4.2392520E-28
562.3413        4.7896237E-28
630.9573        5.3851933E-28
707.9458        6.0268173E-28
794.3282        6.7155336E-28
891.2509        7.4526547E-28
1000.000        8.2398492E-28
1122.018        9.0792089E-28
1258.925        9.9733060E-28
1412.538        1.0925242E-27
1584.893        1.1938690E-27
1778.279        1.3017935E-27
1995.262        1.4167912E-27
2238.721        1.5394244E-27
2511.886        1.6703284E-27
2818.383        1.8102155E-27
3162.278        1.9598797E-27
3548.134        2.0795550E-27
3981.072        2.2306255E-27
4466.836        2.4590256E-27
5011.872        2.6422971E-27
5623.413        2.8124300E-27
6309.573        3.0758470E-27
7079.458        3.6318935E-27
7943.282        5.9217749E-27
8912.509        2.0132826E-26
10000.00        1.1874992E-25
11220.18        7.4202873E-25
12589.25        3.8503746E-24
14125.38        1.4734900E-23
15848.93        3.2352713E-23
17782.79        3.6928686E-23
19952.62        3.0714169E-23
22387.21        2.3786565E-23
25118.86        1.8814801E-23
28183.83        1.5710022E-23
31622.78        1.3679440E-23
35481.34        1.2244543E-23
39810.72        1.1416701E-23
44668.36        1.1318547E-23
50118.72        1.2285350E-23
56234.13        1.4891093E-23
63095.73        1.9819095E-23
70794.58        2.6699094E-23
79432.82        3.2282494E-23
89125.09        3.3725396E-23
100000.0        3.2379576E-23
112201.8        3.0070893E-23
125892.5        2.8346126E-23
141253.8        2.8154983E-23
158489.3        2.9154621E-23
177827.9        3.0641642E-23
199526.2        3.2001880E-23
223872.1        3.2866848E-23
251188.6        3.2146231E-23
281838.3        2.7668668E-23
316227.8        2.0375458E-23
354813.4        1.4860934E-23
398107.2        1.2304548E-23
446683.6        1.1444074E-23
501187.2        1.1196560E-23
562341.3        1.0851452E-23
630957.3        1.0218447E-23
707945.8        9.7205649E-24
794328.2        9.5790746E-24
891250.9        9.6017729E-24
1000000.        9.5248734E-24
1122018.        9.2512923E-24
1258925.        8.9026367E-24
1412538.        8.5426083E-24
1584893.        8.0840438E-24
1778279.        7.3981997E-24
1995262.        6.4110646E-24
2238721.        5.2844931E-24
2511886.        4.3396423E-24
2818383.        3.6690604E-24
3162278.        3.2331544E-24
3548134.        2.9835208E-24
3981072.        2.8665246E-24
4466836.        2.8392343E-24
5011872.        2.8727079E-24
5623413.        2.9458823E-24
6309573.        3.0433607E-24
7079458.        3.1495892E-24
7943282.        3.2437305E-24
8912509.        3.3028252E-24
1.0000000E+07    3.3087559E-24
1.1220185E+07    3.2530813E-24
1.2589254E+07    3.1427989E-24
1.4125375E+07    3.0134832E-24
1.5848932E+07    2.9146016E-24
1.7782794E+07    2.8707863E-24
1.9952623E+07    2.8789693E-24
2.2387211E+07    2.9277294E-24
2.5118864E+07    3.0073008E-24
2.8183829E+07    3.1110424E-24
3.1622777E+07    3.2347078E-24
3.5481339E+07    3.3756361E-24
3.9810717E+07    3.5321557E-24
4.4668359E+07    3.7032009E-24
5.0118723E+07    3.8880934E-24
5.6234133E+07    4.0864330E-24
6.3095734E+07    4.2980278E-24
7.0794578E+07    4.5228922E-24
7.9432823E+07    4.7612613E-24
8.9125094E+07    5.0136298E-24
1.0000000E+08    5.2807708E-24
1.1220185E+08    5.5636927E-24
1.2589254E+08    5.8635758E-24
1.4125375E+08    6.1817002E-24
1.5848932E+08    6.5193741E-24
1.7782794E+08    6.8779012E-24
1.9952623E+08    7.2585959E-24
2.2387211E+08    7.6627958E-24
2.5118864E+08    8.0918681E-24
2.8183829E+08    8.5472257E-24
3.1622777E+08    9.0303560E-24
3.5481339E+08    9.5428336E-24
3.9810717E+08    1.0086325E-23
4.4668359E+08    1.0662593E-23
5.0118723E+08    1.1273499E-23
5.6234133E+08    1.1921022E-23
6.3095734E+08    1.2607270E-23
7.0794578E+08    1.3334489E-23
7.9432823E+08    1.4105091E-23
8.9125094E+08    1.4921640E-23
1.0000000E+09    1.5786857E-23
1.1220185E+09    1.6703602E-23
1.2589254E+09    1.7674790E-23
1.4125375E+09    1.8703462E-23
1.5848932E+09    1.9792816E-23
1.7782794E+09    2.0946246E-23
1.9952623E+09    2.2167468E-23
2.2387211E+09    2.3460443E-23
2.5118864E+09    2.4829368E-23
2.8183829E+09    2.6278691E-23
3.1622777E+09    2.7813140E-23
3.5481339E+09    2.9437732E-23
3.9810717E+09    3.1157780E-23
4.4668359E+09    3.2978898E-23
5.0118723E+09    3.4906951E-23
5.6234133E+09    3.6948113E-23
6.3095734E+09    3.9108906E-23
7.0794578E+09    4.1396231E-23
7.9432823E+09    4.3817474E-23
8.9125094E+09    4.6380476E-23
1.0000000E+10    4.9093537E-23
